iter	Passed	Remaining
935	10809	739
936	10820	727
937	10832	716
938	10843	704
939	10854	692
940	10866	681
941	10876	669
942	10886	658
943	10896	646
944	10906	634
945	10915	623
946	10925	611
947	10938	599
948	10954	588
949	10973	577
950	10990	566
951	11006	554
952	11024	543
953	11038	532
954	11054	520
955	11067	509
956	11084	498
957	11100	486
958	11115	475
959	11124	463
960	11136	451
961	11148	440
962	11158	428
963	11168	417
964	11179	405
965	11188	393
966	11198	382
967	11210	370
968	11220	358
969	11231	347
970	11244	335
971	11253	324
972	11266	312
973	11277	301
974	11286	289
975	11296	277
976	11306	266
977	11315	254
978	11326	242
979	11335	231
980	11346	219
981	11357	208
982	11367	196
983	11379	185
984	11391	173
985	11400	161
986	11410	150
987	11421	138
988	11430	127
989	11442	115
990	11452	104
991	11462	92
992	11477	80
993	11490	69
994	11500	57
995	11511	46
996	11524	34
997	11538	23
998	11548	11
999	11564	0
